EXT_SOURCE_2,EXT_SOURCE_3,PAYMENT_RATE,DAYS_BIRTH,OBS_30_CNT_SOCIAL_CIRCLE,PREV_CNT_PAYMENT_MEAN,DAYS_EMPLOYED,AMT_REQ_CREDIT_BUREAU_YEAR,PREV_HOUR_APPR_PROCESS_START_MAX,DAYS_ID_PUBLISH,INSTAL_AMT_PAYMENT_MIN,POS_MONTHS_BALANCE_SIZE,REGION_POPULATION_RELATIVE,AMT_ANNUITY,INSTAL_NUM_INSTALMENT_VERSION_NUNIQUE,CODE_GENDER,ANNUITY_INCOME_PERC,BURO_DAYS_CREDIT_ENDDATE_MAX,PREV_DAYS_DECISION_MIN,INSTAL_DBD_MEAN,HOUR_APPR_PROCESS_START,AMT_CREDIT,ACTIVE_DAYS_CREDIT_ENDDATE_MIN,ACTIVE_DAYS_CREDIT_MAX,INSTAL_AMT_INSTALMENT_SUM,BURO_AMT_CREDIT_SUM_MAX,PREV_DAYS_DECISION_MAX,DAYS_REGISTRATION,REGION_RATING_CLIENT,INSTAL_AMT_INSTALMENT_MAX
0.2828717079017657,0.3016248916841194,0.0398237743204124,-18025,6.0,17.5,-1248.0,5.0,11.0,-1560,14.31,40.0,0.018029,31077.0,2.0,1,0.1973142857142857,1552.0,-1472.0,8.275,9,780363.0,1552.0,-274.0,956086.47,1577101.5,-215.0,-9474.0,3,131045.355
0.4025279735389437,0.4188542886233217,0.06712,-9280,1.0,12.0,-265.0,1.0,15.0,-25,11224.485,8.0,0.0145199999999999,30204.0,2.0,0,0.1118666666666666,56.0,-576.0,12.5,15,450000.0,56.0,-185.0,131893.83000000002,96345.0,-301.0,-4156.0,2,75771.405
0.5170246794914477,0.1500851762342935,0.0355585612842371,-12764,0.0,24.0,-4070.0,0.0,11.0,-4258,6257.655,9.0,0.018801,35964.0,1.0,1,0.24975,27464.0,-285.0,4.777777777777778,12,1011402.0,1125.0,-63.0,56318.895,454500.0,-285.0,-3278.0,2,6257.655
0.4300125374494383,0.6246146584503397,0.0303941930366535,-21173,0.0,12.0,-1648.0,1.0,14.0,-4298,42003.0,11.0,0.018029,52420.5,2.0,1,0.23298,151.0,-343.0,31.818181818181817,5,1724688.0,-186.0,-214.0,503288.82,916200.0,-59.0,-10563.0,3,83258.82
0.7593794167902185,0.5352762504724826,0.0525744228432563,-9989,0.0,10.0,-2168.0,1.0,15.0,-2263,20829.645,10.0,0.072508,31153.5,2.0,1,0.1648333333333333,-101.0,-464.0,5.111111111111111,14,592560.0,-101.0,-1156.0,207878.31,405000.0,-464.0,-4490.0,1,41241.15
0.0868580382824358,0.4920600938649263,0.05,-10687,0.0,6.5,-264.0,1.0,16.0,-3356,5633.1,15.0,0.022625,19125.0,1.0,0,0.1416666666666666,1288.0,-1377.0,8.076923076923077,17,382500.0,1226.0,-556.0,78158.7,92003.895,-341.0,-5350.0,2,6247.215
0.6296185374131211,0.3001077565791181,0.0470057243505063,-14682,1.0,28.5,-1243.0,7.0,19.0,-4354,41.085,47.0,0.0066709999999999,15372.0,3.0,0,0.06832,31143.0,-1863.0,6.593023255813954,14,327024.0,-1518.0,-152.0,1617036.345,1431189.0,-114.0,-7522.0,2,112500.0
0.5178000370441963,0.8802684803872619,0.055956,-19914,0.0,10.666666666666666,-1648.0,0.0,18.0,-2415,4002.12,26.0,0.026392,62950.5,2.0,1,0.23315,31006.0,-2802.0,18.5,11,1125000.0,252.0,-258.0,359977.005,892800.0,-837.0,-1838.0,2,36179.1
0.1572733295432992,0.6832688314232291,0.0294290484140233,-22630,1.0,8.5,-1648.0,1.0,15.0,-4392,4806.0,29.0,0.018801,19831.5,2.0,1,0.0979333333333333,509.0,-918.0,14.615384615384617,7,673875.0,-2.0,-306.0,396428.22,113310.0,-89.0,-2291.0,2,72469.8
0.4795452488403982,0.5352762504724826,0.0545111041138009,-9484,1.0,12.0,-1785.0,0.0,14.0,-2165,1481.175,11.0,0.010006,26487.0,2.0,1,0.1962,-701.0,-353.0,19.75,14,485901.0,252.0,-258.0,66258.315,23199.12,-353.0,-150.0,2,10116.9
0.7558295333621381,0.6785676886853644,0.0331750690607734,-13093,0.0,12.0,-3206.0,0.0,17.0,-4160,9072.135,25.0,0.022625,34587.0,2.0,0,0.19215,10602.0,-1636.0,17.304347826086957,11,1042560.0,252.0,-324.0,256744.035,337500.0,-1363.0,-10047.0,2,23873.985
0.4418955367860269,0.1054731864873376,0.1199130434782608,-18873,5.0,9.0,-6780.0,2.0,16.0,-2412,4.41,33.0,0.0196889999999999,12411.0,1.0,1,0.106076923076923,10404.0,-2076.0,6.586956521739131,11,103500.0,767.0,-483.0,292698.9,3150000.0,-319.0,-1341.0,2,12436.2
0.1715848488401145,0.6178261467332483,0.0578639240506329,-21910,0.0,15.0,-1648.0,3.0,18.0,-4760,5088.555,30.0,0.009334,16456.5,4.0,0,0.126103448275862,1469.0,-792.0,15.357142857142858,16,284400.0,252.0,-258.0,1167831.54,247500.0,-122.0,-6750.0,2,606632.67
0.3507758742779445,0.7016957740576931,0.05,-12874,0.0,9.0,-387.0,3.0,18.0,-4777,1585.8,37.0,0.00963,10125.0,2.0,1,0.05,616.0,-2048.0,15.029411764705882,14,202500.0,-572.0,-1236.0,302737.635,262683.9,-276.0,-843.0,2,16916.535
0.3304618995813152,0.7517237147741489,0.0427025890270118,-14626,6.0,21.0,-3668.0,1.0,14.0,-4718,3774.015,43.0,0.005144,16447.5,2.0,1,0.1589130434782608,909.0,-1693.0,9.121951219512194,15,385164.0,-17.0,-162.0,279437.31,495000.0,-830.0,-7287.0,2,10648.71
0.7350235250817344,0.3807996826489149,0.0481066666666666,-18552,1.0,14.0,-1482.0,5.0,20.0,-2088,77.085,26.0,0.006207,32472.0,7.0,0,0.0801777777777777,31024.0,-1490.0,6.728,11,675000.0,82.0,-100.0,5087265.3,3150000.0,-209.0,-8303.0,2,401980.815
0.3475259768594262,0.3962195720630885,0.0510591705398641,-13801,4.0,19.33333333333333,-1982.0,3.0,18.0,-5484,27188.46,99.0,0.035792,51412.5,3.0,1,0.285625,30951.0,-651.0,23.33333333333333,14,1006920.0,656.0,-74.0,700835.535,2823520.5,-283.0,-6737.0,2,63741.78
0.2598076423985638,0.5531646987710016,0.0922661800675544,-10240,3.0,8.0,-111.0,2.0,15.0,-2922,12363.795,10.0,0.025164,21388.5,1.0,1,0.3168666666666667,-51.0,-1641.0,25.5,9,231813.0,252.0,-258.0,99172.755,65529.0,-1641.0,-4624.0,2,12401.28
0.2173324656590669,0.6971469077844458,0.0331750690607734,-21282,0.0,6.0,-1648.0,0.0,10.0,-4501,442.755,22.0,0.008068,34587.0,2.0,0,0.327063829787234,1471.0,-965.0,19.47058823529412,8,1042560.0,-297.0,-82.0,138382.155,490500.0,-196.0,-3084.0,3,16321.59
0.4258583792859251,0.4276573700350293,0.0507959479015918,-10356,0.0,17.666666666666668,-1085.0,3.0,18.0,-2303,4411.395,19.0,0.008625,25272.0,2.0,1,0.11232,3445.0,-2118.0,18.176470588235293,16,497520.0,98.0,-208.0,431761.185,319500.0,-162.0,-3438.0,2,228755.97
0.6772506671922731,0.5352762504724826,0.1027358490566037,-20080,1.0,9.6,-2231.0,1.0,17.0,-3618,14822.955,23.0,0.026392,49005.0,2.0,1,0.2178,-860.0,-2237.0,11.38095238095238,16,477000.0,252.0,-258.0,1205947.395,946615.5,-231.0,-7048.0,2,619208.775
0.5942107307330929,0.2622489709189549,0.0425856651204548,-17821,0.0,24.0,-1060.0,3.0,15.0,-1367,7232.625,17.0,0.035792,25614.0,1.0,1,0.1897333333333333,12699.0,-536.0,64.05882352941177,9,601470.0,203.0,-504.0,122954.625,270000.0,-157.0,-2648.0,2,7232.625
0.3842506251894673,0.7121551551910698,0.0616784452296819,-24189,0.0,16.5,-1648.0,6.0,17.0,-4252,225.0,115.0,0.035792,15709.5,2.0,1,0.13964,-1289.0,-2910.0,11.649122807017545,19,254700.0,252.0,-258.0,1035530.505,52528.5,-236.0,-7.0,2,17367.3
0.7847089343715454,0.7557400501752248,0.0700834724540901,-24211,0.0,12.5,-1648.0,1.0,14.0,-4771,0.27,60.0,0.00702,18891.0,3.0,1,0.2798666666666666,-593.0,-2455.0,9.196428571428571,10,269550.0,252.0,-258.0,1219487.625,132210.0,-662.0,-2496.0,2,94139.235
0.7440287129589191,0.4578995512067301,0.0806510851419031,-13736,0.0,18.0,-4832.0,4.0,15.0,-3806,17475.525,14.0,0.0031219999999999,21739.5,2.0,1,0.19324,888.0,-472.0,8.461538461538462,14,269550.0,888.0,-487.0,261321.66000000003,135000.0,-96.0,-7451.0,3,34493.04
0.0044051217837816,0.6430255641096323,0.0672804311929463,-10085,0.0,12.0,-2434.0,2.0,16.0,-753,9999.225,13.0,0.0088659999999999,19435.5,1.0,0,0.1234,902.0,-1643.0,1.6666666666666667,15,288873.0,902.0,-194.0,120319.38,1170000.0,-15.0,-2469.0,2,10029.105
0.6736890492739401,0.6956219298394389,0.0979151943462897,-17694,0.0,5.0,-8788.0,0.0,13.0,-1229,4756.905,9.0,0.030755,24939.0,3.0,1,0.1583428571428571,909.0,-2258.0,26.5,11,254700.0,252.0,-896.0,83026.98,99000.0,-710.0,-4080.0,2,27597.78
0.5893877470797225,0.2793353208976285,0.1133584905660377,-10502,0.0,12.0,-912.0,0.0,11.0,-3151,7049.61,17.0,0.026392,27036.0,1.0,0,0.1716571428571428,8959.0,-534.0,10.764705882352942,11,238500.0,781.0,-277.0,119843.37,1035000.0,-427.0,-4322.0,2,7049.61
0.3768843433535922,0.5352762504724826,0.0386814549462661,-14984,0.0,22.0,-2646.0,2.0,19.0,-4978,167.265,56.0,0.072508,5053.5,3.0,1,0.0510454545454545,-667.0,-2816.0,10.804195804195803,16,130644.0,-1033.0,-1764.0,1554897.24,528300.0,-424.0,-7574.0,1,143955.0
0.452880805670681,0.656158373001177,0.0331423520167627,-23723,0.0,22.25,-1648.0,3.0,11.0,-4273,160.83,67.0,0.01885,45553.5,2.0,1,0.3265483870967742,1426.0,-2180.0,13.573529411764708,15,1374480.0,93.0,-53.0,415405.08,225000.0,-749.0,-1877.0,2,82504.035
0.6951774340194107,0.6263042766749393,0.0424854557207498,-11886,0.0,12.0,-413.0,2.0,19.0,-4339,155.925,11.0,0.035792,47322.0,2.0,0,0.0876333333333333,321.0,-732.0,12.2,12,1113840.0,321.0,-229.0,159749.595,170041.5,-732.0,-5833.0,2,47360.07
0.4128563299142328,0.5954562029091491,0.05,-19139,5.0,54.0,-1648.0,3.0,15.0,-2685,11.61,47.0,0.0196889999999999,16875.0,5.0,1,0.15,-136.0,-1404.0,8.446428571428571,13,337500.0,-136.0,-414.0,1725883.92,450000.0,-151.0,-9731.0,2,189394.155
0.4210748470941608,0.5352762504724826,0.0515130587644399,-19102,0.0,5.0,-104.0,1.0,13.0,-2655,15886.26,6.0,0.008019,14769.0,1.0,1,0.2188,909.0,-1341.0,6.4,13,286704.0,252.0,-258.0,79484.58,450000.0,-1341.0,-9761.0,2,15899.58
0.0637856852587778,0.7407990879702335,0.039820549695473,-17785,3.0,10.0,-1648.0,0.0,11.0,-1316,0.09,20.0,0.020713,31275.0,3.0,1,0.278,-324.0,-2547.0,4.989473684210527,13,785398.5,252.0,-258.0,598511.61,105696.0,-1591.0,-11816.0,3,21828.375
0.7293593028709123,0.5352762504724826,0.0468543593130779,-15998,0.0,0.0,-629.0,1.0,12.0,-2939,9.36,22.0,0.035792,25537.5,1.0,0,0.1891666666666666,909.0,-520.0,4.027777777777778,10,545040.0,252.0,-258.0,158699.16,450000.0,-520.0,-3945.0,2,8542.08
0.3422690082250067,0.5352762504724826,0.0424893170433924,-10721,0.0,23.0,-1203.0,4.0,13.0,-2402,0.27,36.0,0.006852,45729.0,3.0,1,0.5081,884.0,-2175.0,5.973684210526316,7,1076247.0,884.0,-212.0,2114460.63,701442.0,-160.0,-766.0,3,383604.525
0.2685208738513721,0.7091891096653581,0.09856,-24649,0.0,10.857142857142858,-1648.0,2.0,12.0,-4416,5195.7,83.0,0.0145199999999999,11088.0,2.0,0,0.2053333333333333,316.0,-2863.0,12.821917808219178,13,112500.0,316.0,-80.0,849197.385,67945.5,-456.0,-2861.0,2,34393.905
0.7536883407140692,0.6161216908872079,0.04868,-22133,0.0,6.5,-1648.0,1.0,14.0,-4546,90.0,24.0,0.01885,10953.0,3.0,1,0.1014166666666666,1344.0,-2707.0,6.857142857142857,9,225000.0,225.0,-232.0,597598.065,454500.0,-672.0,-9209.0,2,64533.195
0.7850965851589794,0.2567055724393002,0.0265247646336471,-15623,2.0,12.0,-436.0,0.0,15.0,-153,2314.8,22.0,0.072508,23328.0,2.0,1,0.06912,10856.0,-1503.0,10.11904761904762,17,879480.0,659.0,-103.0,328372.155,2700000.0,-299.0,-1106.0,1,35341.92
0.6813570685168673,0.5388627065779676,0.0516602056295297,-18766,1.0,18.857142857142858,-4970.0,4.0,16.0,-2089,13112.19,21.0,0.035792,11034.0,2.0,1,0.0817333333333333,-326.0,-1124.0,40.68421052631579,11,213588.0,252.0,-326.0,533536.875,675000.0,-18.0,-716.0,2,114425.19
0.597312606854432,0.8327850252992314,0.0377,-21518,0.0,23.0,-2080.0,2.0,12.0,-4379,5448.195,38.0,0.030755,16965.0,2.0,0,0.0992105263157894,1314.0,-1996.0,11.916666666666666,10,450000.0,252.0,-258.0,827812.395,135000.0,-466.0,-5011.0,2,54888.48
0.3805167950562204,0.746300213050371,0.0529733333333333,-21595,2.0,4.0,-1648.0,0.0,14.0,-1432,12768.03,5.0,0.005084,35757.0,1.0,1,0.496625,-631.0,-290.0,10.75,17,675000.0,252.0,-258.0,51073.2,86806.08,-290.0,-21.0,2,12768.39
0.6176499878917266,0.7209441499436497,0.099273826752119,-17919,0.0,10.0,-3131.0,0.0,15.0,-1456,4564.17,11.0,0.018634,34573.5,1.0,1,0.30732,-491.0,-2174.0,7.3,14,348264.0,252.0,-258.0,46157.265,143617.5,-2174.0,-6884.0,2,4621.455
0.72913478444936,0.8564128001975257,0.0979457284934721,-23060,0.0,8.666666666666666,-1648.0,0.0,14.0,-4088,2908.125,31.0,0.01885,23665.5,2.0,1,0.2286521739130435,-833.0,-2550.0,11.185185185185183,12,241618.5,252.0,-258.0,149826.73500000002,135000.0,-420.0,-369.0,2,23710.95
0.4644506091347046,0.646329897706246,0.106095406360424,-12170,5.0,12.8,-1915.0,4.0,20.0,-4370,6921.495,24.0,0.00823,16213.5,2.0,0,0.1029428571428571,27489.0,-1165.0,14.952380952380953,15,152820.0,-363.0,-296.0,428430.195,180000.0,-190.0,-6302.0,2,56290.23
0.6621559668383882,0.6092756673894402,0.0563427561837455,-23896,0.0,23.454545454545453,-1648.0,5.0,19.0,-4590,0.675,84.0,0.016612,14350.5,4.0,1,0.1063,-1604.0,-2541.0,31.33734939759036,17,254700.0,252.0,-258.0,2067895.035,450000.0,-123.0,-11331.0,2,267785.955
0.3272571792296779,0.1862929496555374,0.05444,-14263,0.0,24.0,-773.0,2.0,13.0,-5708,6781.77,12.0,0.035792,36747.0,2.0,1,0.2722,920.0,-1401.0,32.54545454545455,9,675000.0,113.0,-84.0,535999.41,1350000.0,-129.0,-4559.0,2,455195.52
0.1217585461362194,0.4525335592581747,0.0265029859519691,-20098,0.0,12.0,-7581.0,0.0,15.0,-2470,2314.8,22.0,0.005144,27999.0,2.0,1,0.2007096774193548,-30.0,-1503.0,10.11904761904762,12,1056447.0,-489.0,-760.0,328372.155,225000.0,-299.0,-12023.0,2,35341.92
0.4195883082141029,0.6817058776720116,0.0399118576270586,-12931,0.0,10.4,-3744.0,0.0,19.0,-1888,31.59,50.0,0.032561,20295.0,2.0,0,0.2255,-614.0,-2567.0,14.916666666666666,13,508495.5,-956.0,-979.0,499262.985,187695.0,-468.0,-7034.0,1,17664.66
0.6401413708358306,0.6413682574954046,0.0396552181877715,-21120,1.0,14.666666666666666,-1648.0,6.0,16.0,-4149,8.775,31.0,0.04622,20164.5,1.0,1,0.1280285714285714,31139.0,-2643.0,8.689655172413794,14,508495.5,-1142.0,-216.0,274868.1,571630.5,-216.0,-14824.0,1,14827.14
0.6627916200249918,0.5316861425197883,0.0673584905660377,-11809,7.0,20.0,-962.0,3.0,16.0,-1862,191.025,20.0,0.020713,16065.0,2.0,0,0.0793333333333333,-208.0,-590.0,8.962962962962964,6,238500.0,252.0,-258.0,683710.1549999999,149184.0,-222.0,-1303.0,3,450000.0
0.7226431993734994,0.7826078370261895,0.048839988751406,-17839,0.0,12.0,-4449.0,0.0,15.0,-1131,2314.8,22.0,0.072508,31261.5,2.0,1,0.1828157894736842,-97.0,-1503.0,10.11904761904762,10,640080.0,-97.0,-1171.0,328372.155,270000.0,-299.0,-11883.0,1,35341.92
0.4150791381000496,0.4938628816996244,0.0399067027597596,-21186,0.0,7.5,-1648.0,5.0,19.0,-4258,6673.635,28.0,0.072508,21096.0,1.0,1,0.1172,-2490.0,-2413.0,11.76923076923077,15,528633.0,252.0,-258.0,239662.575,39748.5,-125.0,-9813.0,1,10413.63
0.3267903570365024,0.1798217650897043,0.0682357594936708,-10367,1.0,14.0,-413.0,2.0,14.0,-1837,1.89,49.0,0.01885,6210.0,3.0,1,0.115,1047.0,-2673.0,6.831168831168832,13,91008.0,1047.0,-147.0,841976.595,135000.0,-418.0,-9974.0,2,255719.7
0.6169577449269823,0.5388627065779676,0.032376,-9942,0.0,9.5,-1119.0,1.0,19.0,-716,2872.26,33.0,0.004849,36423.0,2.0,1,0.32376,219.0,-1155.0,14.88888888888889,13,1125000.0,219.0,-98.0,205147.8,180000.0,-29.0,-9942.0,2,61507.62
0.7188581518165849,0.6626377922738201,0.0396553162207811,-10353,0.0,7.333333333333333,-285.0,1.0,19.0,-2981,13.23,24.0,0.04622,34231.5,3.0,0,0.2173428571428571,413.0,-2599.0,2.988636363636364,12,863226.0,240.0,-490.0,584574.48,450000.0,-1138.0,-5046.0,1,32523.75
0.4055292887143872,0.5352762504724826,0.0606470230862697,-16257,0.0,18.0,-3221.0,8.0,14.0,-4361,0.18,87.0,0.018029,35937.0,3.0,1,0.19965,431.0,-1857.0,4.86060606060606,6,592560.0,431.0,-661.0,3075583.23,162000.0,-231.0,-3095.0,3,190687.5
0.5609645447174367,0.2055981385493208,0.05425,-10260,0.0,4.285714285714286,-1571.0,3.0,17.0,-721,120.825,18.0,0.028663,24412.5,3.0,1,0.155,27437.0,-1117.0,8.379310344827585,16,450000.0,20.0,-108.0,320301.675,160068.375,-204.0,-253.0,2,93021.435
0.5979488802901619,0.5460231970049609,0.0666315789473684,-14411,0.0,10.08,-779.0,3.0,19.0,-4108,2056.455,86.0,0.026392,5697.0,2.0,0,0.0550434782608695,31180.0,-2874.0,10.58974358974359,17,85500.0,31180.0,-900.0,824297.76,66663.0,-144.0,-1811.0,2,29533.5
0.6986508753404367,0.7121551551910698,0.0440317195325542,-15287,4.0,0.0,-1648.0,1.0,9.0,-4126,44.325,22.0,0.026392,4747.5,1.0,1,0.0753571428571428,-376.0,-539.0,3.6176470588235294,13,107820.0,252.0,-258.0,177255.675,102696.66,-539.0,-150.0,2,11706.93
0.6345005928625272,0.6940926425266661,0.0544655189423835,-7962,9.0,15.0,-812.0,1.0,15.0,-620,110.7,24.0,0.032561,39748.5,1.0,0,0.3154642857142857,-54.0,-734.0,10.961538461538462,13,729792.0,252.0,-258.0,252756.0,0.0,-511.0,-6983.0,1,16764.165
0.4650816198857149,0.0005272652387098,0.0643388975621472,-17544,3.0,12.0,-1856.0,1.0,13.0,-1021,10543.185,12.0,0.008019,19287.0,2.0,1,0.2143,-431.0,-765.0,13.9,11,299772.0,252.0,-258.0,125585.73,48997.35,-765.0,-7832.0,2,30697.065
0.4024122779709974,0.7295666907060153,0.0482844920049807,-19786,1.0,12.0,-2135.0,1.0,13.0,-3143,7047.45,13.0,0.00496,35248.5,1.0,1,0.39165,-485.0,-855.0,13.333333333333334,14,730017.0,252.0,-258.0,85331.7,98590.5,-855.0,-5101.0,2,7116.75
0.3454858866640793,0.5352762504724826,0.108425,-11607,0.0,7.0,-1577.0,1.0,12.0,-574,11418.48,42.0,0.0145199999999999,19516.5,2.0,1,0.2409444444444444,909.0,-1458.0,9.45945945945946,9,180000.0,252.0,-258.0,709879.86,450000.0,-305.0,-3780.0,2,79207.065
0.5537083968322158,0.434733248750173,0.067193374657047,-14686,0.0,3.0,-1974.0,1.0,17.0,-1702,108.495,11.0,0.010006,23805.0,3.0,0,0.13225,1042.0,-1256.0,11.592592592592592,12,354276.0,1042.0,-784.0,228619.17,1125000.0,-302.0,-1688.0,2,49068.81
0.5489861666323443,0.4938628816996244,0.040858795596014,-22545,1.0,16.8,-1679.0,4.0,10.0,-5076,104.355,87.0,0.031329,40113.0,2.0,0,0.4457,1028.0,-2573.0,5.427480916030534,13,981747.0,-1590.0,-227.0,1322064.495,270000.0,-491.0,-3114.0,2,16330.815
0.6343180066644486,0.6263042766749393,0.0558303886925795,-23805,0.0,12.0,-1648.0,0.0,14.0,-1480,1395.9,10.0,0.010556,14220.0,1.0,1,0.158,1440.0,-304.0,17.7,13,254700.0,-72.0,-386.0,13959.0,526500.0,-304.0,-5978.0,3,1395.9
0.3619704388224138,0.5352762504724826,0.0423649635036496,-21898,0.0,21.0,-1648.0,1.0,8.0,-4902,26545.005,27.0,0.002506,26118.0,1.0,1,0.1707058823529411,909.0,-956.0,28.37037037037037,7,616500.0,252.0,-258.0,748739.5650000001,450000.0,-302.0,-6223.0,2,28693.125
0.7007506959442794,0.4974688893052743,0.0466262626262626,-10463,3.0,12.0,-235.0,0.0,10.0,-3122,15042.015,6.0,0.026392,20772.0,2.0,0,0.1538666666666666,31024.0,-289.0,19.2,19,445500.0,-360.0,-453.0,168735.24,2065500.0,-289.0,-86.0,2,108567.18
0.5110869301883376,0.2650494299443805,0.0792727462437395,-19591,0.0,22.0,-1648.0,2.0,15.0,-3060,1093.995,22.0,0.022625,13675.5,2.0,1,0.1688333333333333,428.0,-641.0,7.384615384615385,10,172512.0,-1367.0,-113.0,554060.655,504000.0,-328.0,-8613.0,2,32946.93
0.3760527658761077,0.1276987943727713,0.033049504950495,-16468,2.0,9.333333333333334,-3110.0,0.0,13.0,-20,3025.08,16.0,0.026392,15021.0,2.0,1,0.1451304347826087,1749.0,-2781.0,10.0,12,454500.0,1749.0,-77.0,79313.625,1102500.0,-911.0,-5341.0,2,12171.6
0.2665197753925157,0.5352762504724826,0.029346001249727,-12395,0.0,8.5,-1064.0,1.0,16.0,-2043,33.975,14.0,0.00712,35082.0,3.0,0,0.4331111111111111,909.0,-569.0,3.36,11,1195461.0,252.0,-258.0,226200.105,450000.0,-57.0,-555.0,2,103266.585
0.169903599248127,0.5334816299804352,0.0982626619552414,-19002,0.0,10.571428571428571,-122.0,6.0,19.0,-2547,50.04,52.0,0.010276,15016.5,9.0,1,0.13348,1369.0,-1469.0,11.697368421052632,18,152820.0,-549.0,-457.0,1157784.525,171000.0,-77.0,-9330.0,2,170322.345
0.6786448049351812,0.4578995512067301,0.0324964048992545,-21469,1.0,8.0,-2435.0,0.0,17.0,-4977,60.255,17.0,0.035792,17694.0,3.0,0,0.1456296296296296,189.0,-599.0,13.76923076923077,10,544491.0,189.0,-192.0,223610.625,144202.5,-157.0,-5179.0,2,76519.125
0.433698514445971,0.41534714488434,0.0668166666666666,-10469,0.0,13.0,-2221.0,0.0,17.0,-1318,4158.63,28.0,0.011703,18040.5,1.0,0,0.100225,761.0,-1785.0,14.346153846153848,16,270000.0,-2.0,-29.0,140118.39,270000.0,-1071.0,-703.0,2,6754.095
